"area","source_file","key","plural_category","plural_category_required_for_locales","english_source","context","placeholders_keep_exact","glossary_terms_to_review","current_de","current_es","current_fr","current_ja","current_ko","current_pl","current_pt-br","current_pt-pt","current_ru","current_zh-cn","current_zh-tw"
"host","l10n/bundle.l10n.json","Commit","","","Commit","Extension-host runtime notification, command label, quick pick text, or status message.","","Commit","Commit","Commit","Commit","コミット","커밋","Commit","Commit","Commit","Коммит","提交","提交"
"host","l10n/bundle.l10n.json","Commit hash, tag, or ref name","","","Commit hash, tag, or ref name","Extension-host runtime notification, command label, quick pick text, or status message.","","Commit; tag","Commit-Hash, Tag oder Ref-Name","Hash, etiqueta o nombre de referencia commit","Nom de hachage, de balise ou de référence commit","コミット ハッシュ、タグ、または参照名","커밋 해시, 태그 또는 참조 이름","Hash, tag lub nazwa referencyjna commit","Hash, tag ou nome de referência commit","Hash, tag ou nome de referência commit","коммит хеш, тег или имя ссылки","提交 哈希、标签或引用名称","提交 哈希、標籤或引用名稱"
"host","l10n/bundle.l10n.json","Commit message updated.","","","Commit message updated.","Extension-host runtime notification, command label, quick pick text, or status message.","","Commit","Commit-Nachricht aktualisiert.","Mensaje de commit actualizado.","Message de commit mis à jour.","コミットメッセージを更新しました。","커밋 메시지가 업데이트되었습니다.","Zaktualizowano komunikat commita.","Mensagem de commit atualizada.","Mensagem de commit atualizada.","Сообщение коммита обновлено.","提交消息已更新。","提交訊息已更新。"
"host","l10n/bundle.l10n.json","Committed and pushed successfully.","","","Committed and pushed successfully.","Extension-host runtime notification, command label, quick pick text, or status message.","","","Erfolgreich committet und gepusht.","Commit realizado y push completado correctamente.","Commit effectué et push terminé.","コミットしてプッシュしました。","커밋하고 푸시했습니다.","Commit wykonany i wypchnięty.","Commit realizado e push concluído com sucesso.","Commit efetuado e push concluído com sucesso.","Коммит выполнен и отправлен.","已提交并推送。","已提交並推送。"
"host","l10n/bundle.l10n.json","Committed successfully.","","","Committed successfully.","Extension-host runtime notification, command label, quick pick text, or status message.","","","Erfolgreich committet.","Commit realizado correctamente.","Commit effectué.","コミットしました。","커밋했습니다.","Commit wykonany.","Commit realizado com sucesso.","Commit efetuado com sucesso.","Коммит выполнен.","已提交。","已提交。"
"host","l10n/bundle.l10n.json","Compare with Branch","","","Compare with Branch","Extension-host runtime notification, command label, quick pick text, or status message.","","Branch","Mit Branch vergleichen","Comparar con rama","Comparer avec la branche","ブランチと比較","브랜치와 비교","Porównaj z gałęzią","Comparar com branch","Comparar com ramo","Сравнить с веткой","与分支比较","與分支比較"
"host","l10n/bundle.l10n.json","Compare with Branch is only available for local files.","","","Compare with Branch is only available for local files.","Extension-host runtime notification, command label, quick pick text, or status message.","","Branch","„Mit Branch vergleichen“ ist nur für lokale Dateien verfügbar.","Comparar con rama solo está disponible para archivos locales.","La comparaison avec branche n'est disponible que pour les fichiers locaux.","ブランチ との比較はローカル ファイルに対してのみ使用できます。","브랜치와의 비교는 로컬 파일에만 사용할 수 있습니다.","Opcja Porównaj z gałąź jest dostępna tylko dla plików lokalnych.","Comparar com branch está disponível apenas para arquivos locais.","Comparar com ramo só está disponível para ficheiros locais.","Сравнение с ветка доступно только для локальных файлов.","与分支相比仅适用于本地文件。","與分支相比僅適用於本機檔案。"
"host","l10n/bundle.l10n.json","Compare with Revision","","","Compare with Revision","Extension-host runtime notification, command label, quick pick text, or status message.","","","Mit Revision vergleichen","Comparar con revisión","Comparer avec la révision","リビジョンと比較","리비전과 비교","Porównaj z rewizją","Comparar com revisão","Comparar com revisão","Сравнить с ревизией","与修订比较","與修訂版本比較"
"host","l10n/bundle.l10n.json","Compare with Revision is only available for local files.","","","Compare with Revision is only available for local files.","Extension-host runtime notification, command label, quick pick text, or status message.","","","„Mit Revision vergleichen“ ist nur für lokale Dateien verfügbar.","Comparar con revisión solo está disponible para archivos locales.","Comparer avec la révision n'est disponible que pour les fichiers locaux.","「リビジョンと比較」はローカル ファイルでのみ使用できます。","개정판과 비교는 로컬 파일에만 사용할 수 있습니다.","Opcja Porównaj z wersją jest dostępna tylko w przypadku plików lokalnych.","Comparar com revisão está disponível apenas para arquivos locais.","Comparar com revisão está apenas disponível para ficheiros locais.","Функция «Сравнить с редакцией» доступна только для локальных файлов.","与修订版比较仅适用于本地文件。","與修訂版比較僅適用於本機文件。"
"host","l10n/bundle.l10n.json","Conflicts","","","Conflicts","Extension-host runtime notification, command label, quick pick text, or status message.","","","Konflikte","Conflictos","Conflits","紛争","충돌","Konflikty","Conflitos","Conflitos","Конфликты","冲突","衝突"
"host","l10n/bundle.l10n.json","Could not save token securely.","","","Could not save token securely.","Extension-host prompt, validation, or error/empty-state message.","","","Token konnte nicht sicher gespeichert werden.","No se pudo guardar el token de forma segura.","Impossible d'enregistrer le jeton en toute sécurité.","トークンを安全に保存できませんでした。","토큰을 안전하게 저장할 수 없습니다.","Nie można bezpiecznie zapisać tokena.","Não foi possível salvar o token com segurança.","Não foi possível guardar o token em segurança.","Не удалось безопасно сохранить токен.","无法安全地保存令牌。","無法安全地保存令牌。"
"host","l10n/bundle.l10n.json","Create a commit before publishing this branch.","","","Create a commit before publishing this branch.","Extension-host runtime notification, command label, quick pick text, or status message.","","commit; branch","Erstellen Sie einen Commit, bevor Sie diesen Branch veröffentlichen.","Cree un commit antes de publicar este rama.","Créez un commit avant de publier ce branche.","この ブランチ を公開する前に、コミット を作成してください。","이 브랜치를 게시하기 전에 커밋를 생성하세요.","Utwórz commit przed opublikowaniem tego gałąź.","Crie um commit antes de publicar este branch.","Crie um commit antes de publicar este ramo.","Создайте коммит перед публикацией этого ветка.","在发布这个 分支 之前创建一个 提交。","在發布此分支之前先建立提交。"
"host","l10n/bundle.l10n.json","Create a project on GitLab and push","","","Create a project on GitLab and push","Extension-host runtime notification, command label, quick pick text, or status message.","","GitLab; push","Ein Projekt auf GitLab erstellen und pushen","Crear un proyecto en GitLab y push","Créer un projet sur GitLab et push","GitLab にプロジェクトを作成してプッシュする","GitLab 및 푸시에서 프로젝트 생성","Utwórz projekt na GitLab i wypchnij","Crie um projeto em GitLab e push","Crie um projeto em GitLab e push","Создайте проект на GitLab и отправить.","在GitLab和推送上创建项目","在GitLab和推送上建立項目"
"host","l10n/bundle.l10n.json","Create a repository on GitHub and push","","","Create a repository on GitHub and push","Extension-host runtime notification, command label, quick pick text, or status message.","","GitHub; push","Ein Repository auf GitHub erstellen und pushen","Cree un repositorio en GitHub y push","Créer un dépôt sur GitHub et pousser","GitHub および プッシュ にリポジトリを作成する","GitHub 및 푸시에 저장소 생성","Utwórz repozytorium na GitHub i wypchnij","Crie um repositório em GitHub e push","Crie um repositório em GitHub e push","Создайте репозиторий на GitHub и отправить.","在 GitHub 和 推送 上创建存储库","在 GitHub 和 推送 上建立儲存庫"
"host","l10n/bundle.l10n.json","Delete this shelved change?","","","Delete this shelved change?","Extension-host confirmation prompt or quick pick question.","","","Diese abgelegte Änderung löschen?","¿Eliminar este cambio de guardado en shelf?","Supprimer cette modification mis en shelf?","この シェルフ済み の変更を削除しますか?","이 선반에 보관됨 변경사항을 삭제하시겠습니까?","Usunąć tę zmianę odłożone na półkę?","Excluir esta alteração colocado no shelf?","Apagar esta alteração colocado no shelf?","Удалить это изменение отложено на полку?","删除这个 已搁置 更改吗？","刪除這個 已擱置 更改嗎？"
"host","l10n/bundle.l10n.json","Detect JetBrains Merge Tool","","","Detect JetBrains Merge Tool","Extension-host runtime notification, command label, quick pick text, or status message.","","JetBrains; Merge","JetBrains-Mergetool erkennen","Detectar herramienta de fusión de JetBrains","Détecter l'outil de fusion JetBrains","JetBrains マージツールを検出","JetBrains 병합 도구 감지","Wykryj narzędzie scalania JetBrains","Detectar ferramenta de merge JetBrains","Detetar ferramenta de merge JetBrains","Обнаружить инструмент слияния JetBrains","检测 JetBrains 合并工具","偵測 JetBrains 合併工具"
"host","l10n/bundle.l10n.json","Drop Commit is available only for unpushed commits.","","","Drop Commit is available only for unpushed commits.","Extension-host runtime notification, command label, quick pick text, or status message.","","Commit","„Commit verwerfen“ ist nur für nicht gepushte Commits verfügbar.","Drop commit está disponible solo para commits sin presionar.","Drop commit est disponible uniquement pour les commits non poussés.","ドロップ コミット は、未プッシュの コミット でのみ使用できます。","Drop 커밋는 푸시되지 않은 커밋에만 사용할 수 있습니다.","Drop commit jest dostępny tylko dla niepuszonego commity.","Soltar commit está disponível apenas para commits não enviado.","Soltar commit está apenas disponível para commits não enviado.","Удаление коммит доступно только для ненажатого коммиты.","掉落 提交 仅适用于未推送的 提交。","掉落 提交 僅適用於未推送的 提交。"
"host","l10n/bundle.l10n.json","Drop Commit is not available for merge commits.","","","Drop Commit is not available for merge commits.","Extension-host runtime notification, command label, quick pick text, or status message.","","Commit; merge","„Commit verwerfen“ ist für Merge-Commits nicht verfügbar.","Drop commit no está disponible para fusionar commits.","Supprimer commit n'est pas disponible pour la fusion commits.","コミット のドロップは、コミット のマージには使用できません。","커밋 삭제는 커밋 병합에 사용할 수 없습니다.","Upuść commit nie jest dostępny dla scalania commity.","Soltar commit não está disponível para mesclar commits.","Soltar commit não está disponível para fundir commits.","Удаление коммит недоступно для слияния коммиты.","删除 提交 不可用于合并 提交。","刪除 提交 不可用於合併 提交。"
"host","l10n/bundle.l10n.json","Edit commit message","","","Edit commit message","Extension-host runtime notification, command label, quick pick text, or status message.","","commit","Commit-Nachricht bearbeiten","Editar mensaje commit","Modifier le message commit","コミット メッセージを編集","커밋 메시지 편집","Edytuj wiadomość commit","Editar mensagem commit","Editar mensagem commit","Редактировать сообщение коммит","编辑提交消息","編輯提交訊息"
"host","l10n/bundle.l10n.json","Edit Commit Message is available only for unpushed commits.","","","Edit Commit Message is available only for unpushed commits.","Extension-host runtime notification, command label, quick pick text, or status message.","","Commit","„Commit-Nachricht bearbeiten“ ist nur für nicht gepushte Commits verfügbar.","Editar mensaje commit está disponible solo para commits no enviado.","Modifier le message commit est disponible uniquement pour les commits non poussés.","コミット メッセージの編集は、プッシュされていない コミット でのみ使用できます。","커밋 메시지 편집은 푸시되지 않은 커밋에 대해서만 사용할 수 있습니다.","Edytuj wiadomość commit jest dostępna tylko dla niewysuniętego commity.","Editar mensagem commit está disponível apenas para commits não enviado.","Editar mensagem commit só está disponível para commits não enviado.","Редактирование сообщения коммит доступно только для неотправленного коммиты.","编辑 提交 消息仅适用于未推送的 提交。","編輯 提交 訊息僅適用於未推播的 提交。"
"host","l10n/bundle.l10n.json","Edit Commit Message is not available for merge commits.","","","Edit Commit Message is not available for merge commits.","Extension-host runtime notification, command label, quick pick text, or status message.","","Commit; merge","„Commit-Nachricht bearbeiten“ ist für Merge-Commits nicht verfügbar.","Editar mensaje commit no está disponible para fusionar commits.","Le message Modifier commit n'est pas disponible pour la fusion commits.","コミット メッセージの編集は、コミット のマージには使用できません。","커밋 메시지 편집은 커밋 병합에 사용할 수 없습니다.","Edytuj wiadomość commit nie jest dostępna dla scalania commity.","Editar mensagem commit não está disponível para mesclar commits.","Editar mensagem commit não está disponível para a fusão commits.","Редактировать сообщение коммит недоступно для слияния коммиты.","编辑 提交 消息不可用于合并 提交。","編輯 提交 訊息不可用於合併 提交。"
"host","l10n/bundle.l10n.json","Edit Commit Message is not available for the initial commit.","","","Edit Commit Message is not available for the initial commit.","Extension-host runtime notification, command label, quick pick text, or status message.","","Commit; commit","„Commit-Nachricht bearbeiten“ ist für den ersten Commit nicht verfügbar.","Editar mensaje commit no está disponible para el commit inicial.","Le message Modifier commit n’est pas disponible pour le commit initial.","コミット メッセージの編集は、初期の コミット では使用できません。","초기 커밋에는 커밋 메시지 편집을 사용할 수 없습니다.","Edytuj komunikat commit nie jest dostępny dla początkowego commit.","Editar mensagem commit não está disponível para o commit inicial.","Editar mensagem commit não está disponível para o commit inicial.","Сообщение редактирования коммит недоступно для исходного коммит.","编辑 提交 消息不适用于初始 提交。","編輯 提交 訊息不適用於初始 提交。"
"host","l10n/bundle.l10n.json","Enter a commit message.","","","Enter a commit message.","Extension-host prompt, validation, or error/empty-state message.","","commit","Geben Sie eine Commit-Nachricht ein.","Ingrese un mensaje commit.","Saisissez un message commit.","コミット メッセージを入力します。","커밋 메시지를 입력하세요.","Wprowadź wiadomość commit.","Insira uma mensagem commit.","Introduza uma mensagem commit.","Введите сообщение коммит.","输入 提交 消息。","輸入 提交 訊息。"
"host","l10n/bundle.l10n.json","Enter a Different Token","","","Enter a Different Token","Extension-host prompt, validation, or error/empty-state message.","","","Anderen Token eingeben","Ingrese un token diferente","Entrez un jeton différent","別のトークンを入力してください","다른 토큰을 입력하세요","Wprowadź inny token","Insira um token diferente","Introduza um token diferente","Введите другой токен","输入不同的令牌","輸入不同的令牌"
"host","l10n/bundle.l10n.json","Enter a JetBrains IDE binary path/command (pycharm, idea, webstorm) or a macOS .app bundle path.","","","Enter a JetBrains IDE binary path/command (pycharm, idea, webstorm) or a macOS .app bundle path.","Extension-host prompt, validation, or error/empty-state message.","","JetBrains; IDE","Geben Sie einen JetBrains-IDE-Binärpfad/-Befehl (pycharm, idea, webstorm) oder einen macOS-.app-Bundle-Pfad ein.","Ingrese una ruta/comando binario IDE JetBrains (pycharm, idea, webstorm) o una ruta del paquete.app de macOS.","Entrez un chemin/commande binaire IDE JetBrains (pycharm, idea, webstorm) ou un chemin de bundle macOS.app.","JetBrains IDE バイナリ パス/コマンド (pycharm、idea、webstorm) または macOS .app バンドル パスを入力します。","JetBrains IDE 바이너리 경로/명령(pycharm, idea, webstorm) 또는 macOS.app 번들 경로를 입력하세요.","Wprowadź ścieżkę/polecenie binarne IDE JetBrains (pycharm, idea, webstorm) lub ścieżkę pakietu.app dla systemu macOS.","Insira um caminho/comando binário IDE JetBrains (pycharm, idea, webstorm) ou um caminho de pacote macOS.app.","Introduza um caminho/comando binário IDE JetBrains (pycharm, idea, webstorm) ou um caminho de pacote macOS. app.","Введите двоичный путь/команду IDE JetBrains (pycharm, idea, webstorm) или путь к пакету.app macOS.","输入 JetBrains IDE 二进制路径/命令（pycharm、idea、webstorm）或 macOS.app 捆绑包路径。","輸入 JetBrains IDE 二進位路徑/指令（pycharm、idea、webstorm）或 macOS.app 組合包路徑。"
"host","l10n/bundle.l10n.json","Enter the GitHub HTTPS clone URL (e.g. https://github.com/user/repo.git)","","","Enter the GitHub HTTPS clone URL (e.g. https://github.com/user/repo.git)","Extension-host prompt, validation, or error/empty-state message.","","GitHub; HTTPS; URL","Geben Sie die GitHub-HTTPS-Klon-URL ein (z. B. https://github.com/user/repo.git)","Ingrese el clon GitHub HTTPS URL (por ejemplo, https://github.com/user/repo.git)","Entrez le clone GitHub HTTPS URL (par exemple https://github.com/user/repo.git)","GitHub HTTPS クローン URL (例: https://github.com/user/repo.git)) を入力します。","GitHub HTTPS 클론 URL를 입력합니다(예: https://github.com/user/repo.git)","Wprowadź klon GitHub HTTPS URL (np. https://github.com/user/repo.git)","Insira o clone GitHub HTTPS URL (por exemplo, https://github.com/user/repo.git)","Introduza o clone GitHub HTTPS URL (por exemplo, https://github.com/user/repo.git)","Введите клон GitHub HTTPS URL (например, https://github.com/user/repo.git)","输入 GitHub HTTPS 克隆 URL（例如 https://github.com/user/repo.git)","輸入 GitHub HTTPS 克隆 URL（例如 https://github.com/user/repo.git)"
"host","l10n/bundle.l10n.json","Enter the GitLab HTTPS clone URL (e.g. https://gitlab.com/user/repo.git)","","","Enter the GitLab HTTPS clone URL (e.g. https://gitlab.com/user/repo.git)","Extension-host prompt, validation, or error/empty-state message.","","GitLab; HTTPS; URL","Geben Sie die GitLab-HTTPS-Klon-URL ein (z. B. https://gitlab.com/user/repo.git)","Ingrese el clon GitLab HTTPS URL (por ejemplo, https://gitlab.com/user/repo.git)","Entrez le clone GitLab HTTPS URL (par exemple https://gitlab.com/user/repo.git)","GitLab HTTPS クローン URL (例: https://gitlab.com/user/repo.git)) を入力します。","GitLab HTTPS 클론 URL를 입력합니다(예: https://gitlab.com/user/repo.git)","Wprowadź klon GitLab HTTPS URL (np. https://gitlab.com/user/repo.git)","Insira o clone GitLab HTTPS URL (por exemplo, https://gitlab.com/user/repo.git)","Introduza o clone GitLab HTTPS URL (por exemplo, https://gitlab.com/user/repo.git)","Введите клон GitLab HTTPS URL (например, https://gitlab.com/user/repo.git)","输入 GitLab HTTPS 克隆 URL（例如 https://gitlab.com/user/repo.git)","輸入 GitLab HTTPS 克隆 URL（例如 https://gitlab.com/user/repo.git)"
"host","l10n/bundle.l10n.json","Enter the SSH clone URL (e.g. git@github.com:user/repo.git)","","","Enter the SSH clone URL (e.g. git@github.com:user/repo.git)","Extension-host prompt, validation, or error/empty-state message.","","SSH; URL","Geben Sie die SSH-Klon-URL ein (z. B. git@github.com:user/repo.git)","Ingrese el clon SSH URL (por ejemplo, git@github.com:user/repo.git)","Entrez le clone SSH URL (par exemple git@github.com:user/repo.git)","SSH クローン URL (例: git@github.com:user/repo.git)) を入力します。","SSH 클론 URL를 입력합니다(예: git@github.com:user/repo.git)","Wprowadź klon SSH URL (np. git@github.com:user/repo.git)","Insira o clone SSH URL (por exemplo, git@github.com:user/repo.git)","Introduza o clone SSH URL (por exemplo, git@github.com:user/repo.git)","Введите клон SSH URL (например, git@github.com:user/repo.git)","输入 SSH 克隆 URL（例如 git@github.com:user/repo.git)","輸入 SSH 克隆 URL（例如 git@github.com:user/repo.git)"
"host","l10n/bundle.l10n.json","Enter your GitLab Personal Access Token (requires api scope to create projects)","","","Enter your GitLab Personal Access Token (requires api scope to create projects)","Extension-host prompt, validation, or error/empty-state message.","","GitLab","Geben Sie Ihren persönlichen GitLab-Zugriffstoken ein (erfordert den api-Scope zum Erstellen von Projekten)","Ingrese su token de acceso personal GitLab (requiere alcance api para crear proyectos)","Entrez votre jeton d'accès personnel GitLab (nécessite la portée api pour créer des projets)","GitLab パーソナル アクセス トークンを入力します (プロジェクトを作成するには api スコープが必要です)","GitLab 개인 액세스 토큰을 입력하세요(프로젝트를 생성하려면 api 범위가 필요함)","Wprowadź swój osobisty token dostępu GitLab (wymaga zakresu api do tworzenia projektów)","Insira seu token de acesso pessoal GitLab (requer escopo api para criar projetos)","Introduza o seu token de acesso pessoal GitLab (requer o âmbito api para criar projetos)","Введите свой токен личного доступа GitLab (для создания проектов требуется область api)","输入您的 GitLab 个人访问令牌（需要 api 范围才能创建项目）","輸入您的 GitLab 個人存取權杖（需要 api 範圍才能建立專案）"
"host","l10n/bundle.l10n.json","Enter your GitLab Personal Access Token (requires read_repository scope)","","","Enter your GitLab Personal Access Token (requires read_repository scope)","Extension-host prompt, validation, or error/empty-state message.","","GitLab","Geben Sie Ihren persönlichen GitLab-Zugriffstoken ein (erfordert den read_repository-Scope)","Ingrese su token de acceso personal GitLab (requiere alcance read_repository)","Entrez votre jeton d'accès personnel GitLab (nécessite la portée read_repository)","GitLab パーソナル アクセス トークンを入力します (read_repository スコープが必要です)","GitLab 개인 액세스 토큰을 입력하세요(read_repository 범위 필요)","Wprowadź swój osobisty token dostępu GitLab (wymaga zakresu read_repository)","Insira seu token de acesso pessoal GitLab (requer escopo read_repository)","Introduza o seu token de acesso pessoal GitLab (requer o escopo read_repository)","Введите свой токен личного доступа GitLab (требуется область действия read_repository)","输入您的 GitLab 个人访问令牌（需要 read_repository 范围）","輸入您的 GitLab 個人存取權杖（需要 read_repository 範圍）"
"host","l10n/bundle.l10n.json","Failed to initialize repository. Check folder permissions.","","","Failed to initialize repository. Check folder permissions.","Extension-host prompt, validation, or error/empty-state message.","","","Repository konnte nicht initialisiert werden. Überprüfen Sie die Ordnerberechtigungen.","No se pudo inicializar el repositorio. Verifique los permisos de la carpeta.","Échec de l'initialisation du référentiel. Vérifiez les autorisations du dossier.","リポジトリの初期化に失敗しました。フォルダーの権限を確認してください。","저장소를 초기화하지 못했습니다. 폴더 권한을 확인하세요.","Nie udało się zainicjować repozytorium. Sprawdź uprawnienia do folderu.","Falha ao inicializar o repositório. Verifique as permissões da pasta.","Falha ao inicializar o repositório. Verifique as permissões da pasta.","Не удалось инициализировать репозиторий. Проверьте права доступа к папке.","无法初始化存储库。检查文件夹权限。","無法初始化儲存庫。檢查資料夾權限。"
"host","l10n/bundle.l10n.json","Fetching your GitHub repositories...","","","Fetching your GitHub repositories...","Extension-host action label that opens another prompt or longer operation.","","GitHub","GitHub-Repositorys werden abgerufen …","Obteniendo sus repositorios GitHub...","Récupération de vos référentiels GitHub...","GitHub リポジトリを取得しています...","GitHub 저장소를 가져오는 중...","Pobieranie repozytoriów GitHub...","Buscando seus repositórios GitHub...","Procurando os seus repositórios GitHub...","Получение репозиториев GitHub...","正在获取您的 GitHub 存储库...","正在取得您的 GitHub 儲存庫..."
"host","l10n/bundle.l10n.json","Git repositories found.","","","Git repositories found.","Extension-host runtime notification, command label, quick pick text, or status message.","","Git","Git-Repositorys gefunden.","Se encontraron repositorios de Git.","Dépôts Git trouvés.","Git リポジトリが見つかりました。","Git 저장소를 찾았습니다.","Znaleziono repozytoria Git.","Repositórios Git encontrados.","Repositórios Git encontrados.","Найдены репозитории Git.","找到 Git 存储库。","找到 Git 儲存庫。"
"host","l10n/bundle.l10n.json","GitLab authentication","","","GitLab authentication","Extension-host runtime notification, command label, quick pick text, or status message.","","GitLab","GitLab-Authentifizierung","Autenticación GitLab","Authentification GitLab","GitLab 認証","GitLab 인증","Uwierzytelnianie GitLab","Autenticação GitLab","Autenticação GitLab","Аутентификация GitLab","GitLab认证","GitLab認證"
"host","l10n/bundle.l10n.json","Graph","","","Graph","Extension-host runtime notification, command label, quick pick text, or status message.","","","Graph","Gráfico","Graphe","グラフ","그래프","Graf","Gráfico","Gráfico","Граф","图","圖表"
"host","l10n/bundle.l10n.json","How would you like to select a repository?","","","How would you like to select a repository?","Extension-host confirmation prompt or quick pick question.","","","Wie möchten Sie ein Repository auswählen?","¿Cómo le gustaría seleccionar un repositorio?","Comment souhaitez-vous sélectionner un référentiel?","リポジトリをどのように選択しますか?","저장소를 어떻게 선택하시겠습니까?","Jak chcesz wybrać repozytorium?","Como você gostaria de selecionar um repositório?","Como gostaria de selecionar um repositório?","Как бы вы хотели выбрать репозиторий?","您希望如何选择存储库？","您希望如何選擇儲存庫？"
"host","l10n/bundle.l10n.json","Initialize a Git repository or open an existing one to get started.","","","Initialize a Git repository or open an existing one to get started.","Extension-host runtime notification, command label, quick pick text, or status message.","","Git","Initialisieren Sie ein Git-Repository oder öffnen Sie ein vorhandenes, um zu beginnen.","Inicialice un repositorio Git o abra uno existente para comenzar.","Initialisez un référentiel Git ou ouvrez-en un existant pour commencer.","まず、Git リポジトリを初期化するか、既存のリポジトリを開いてください。","Git 저장소를 초기화하거나 기존 저장소를 열어 시작하세요.","Aby rozpocząć, zainicjuj repozytorium Git lub otwórz istniejące.","Inicialize um repositório Git ou abra um existente para começar.","Inicialize um repositório Git ou abra um existente para começar.","Для начала инициализируйте репозиторий Git или откройте существующий.","初始化 Git 存储库或打开现有的存储库以开始使用。","初始化 Git 儲存庫或開啟現有的儲存庫以開始使用。"
"host","l10n/bundle.l10n.json","Initialize Repository","","","Initialize Repository","Extension-host runtime notification, command label, quick pick text, or status message.","","","Repository initialisieren","Inicializar repositorio","Initialiser le dépôt","リポジトリを初期化","리포지토리 초기화","Zainicjuj repozytorium","Inicializar repositório","Inicializar repositório","Инициализировать репозиторий","初始化仓库","初始化存放庫"
"host","l10n/bundle.l10n.json","Initializing Git repository...","","","Initializing Git repository...","Extension-host action label that opens another prompt or longer operation.","","Git","Git-Repository wird initialisiert …","Inicializando el repositorio de Git...","Initialisation du dépôt Git...","Git リポジトリを初期化しています...","Git 저장소 초기화 중...","Inicjowanie repozytorium Git...","Inicializando o repositório Git...","Inicializando o repositório Git...","Инициализация репозитория Git...","正在初始化 Git 存储库...","正在初始化 Git 儲存庫..."
"host","l10n/bundle.l10n.json","IntelliGit","","","IntelliGit","Extension-host runtime notification, command label, quick pick text, or status message.","","IntelliGit","IntelliGit","IntelliGit","IntelliGit","IntelliGit","IntelliGit","IntelliGit","IntelliGit","IntelliGit","IntelliGit","IntelliGit","IntelliGit"
"host","l10n/bundle.l10n.json","Interactive Rebase from Here is available only for unpushed commits.","","","Interactive Rebase from Here is available only for unpushed commits.","Extension-host runtime notification, command label, quick pick text, or status message.","","Rebase","„Interaktiver Rebase ab hier“ ist nur für nicht gepushte Commits verfügbar.","El rebase interactivo de Here está disponible solo para commits no presionado.","Le rebase interactif d'ici est disponible uniquement pour le commits non poussé.","ここからのインタラクティブ リベース は、未プッシュの コミット でのみ利用可能です。","여기에서 대화형 리베이스는 푸시되지 않은 커밋에만 사용할 수 있습니다.","Interaktywny rebase z Here jest dostępny tylko dla niepuszonego commity.","rebase interativo daqui está disponível apenas para commits não enviado.","rebase interativo a partir daqui só está disponível para commits não enviado.","Интерактивный перебазирование отсюда доступен только для неопубликованного коммиты.","这里的交互式 变基 仅适用于未推送的 提交。","這裡的互動式 變基 僅適用於未推播的 提交。"
"host","l10n/bundle.l10n.json","Interactive Rebase from Here is not available for merge commits.","","","Interactive Rebase from Here is not available for merge commits.","Extension-host runtime notification, command label, quick pick text, or status message.","","Rebase; merge","„Interaktiver Rebase ab hier“ ist für Merge-Commits nicht verfügbar.","El rebase interactivo de Aquí no está disponible para fusionar commits.","Le rebase interactif d'ici n'est pas disponible pour la fusion commits.","ここからのインタラクティブ リベース は、コミット のマージには使用できません。","여기의 대화형 리베이스는 커밋 병합에 사용할 수 없습니다.","Interaktywny rebase z Here nie jest dostępny do scalania commity.","O rebase interativo daqui não está disponível para mesclar commits.","O rebase interativo daqui não está disponível para fundir o commits.","Интерактивный перебазирование отсюда недоступен для слияния коммиты.","这里的交互式 变基 不可用于合并 提交。","這裡的互動式 變基 不可用於合併 提交。"
"host","l10n/bundle.l10n.json","Interactive Rebase from Here is not available for the initial commit.","","","Interactive Rebase from Here is not available for the initial commit.","Extension-host runtime notification, command label, quick pick text, or status message.","","commit; Rebase","„Interaktiver Rebase ab hier“ ist für den ersten Commit nicht verfügbar.","El rebase interactivo de Here no está disponible para el commit inicial.","Le rebase interactif d'ici n'est pas disponible pour le commit initial.","こちらのインタラクティブリベースは初期型コミットではご利用いただけません。","초기 커밋에는 여기의 대화형 리베이스를 사용할 수 없습니다.","Interaktywny rebase z Here nie jest dostępny dla początkowego commit.","O rebase interativo daqui não está disponível para o commit inicial.","O rebase interativo a partir daqui não está disponível para o commit inicial.","Интерактивный перебазирование отсюда недоступен для исходного коммит.","这里的交互式 变基 不适用于初始 提交。","這裡的互動式 變基 不適用於初始 提交。"
"host","l10n/bundle.l10n.json","Interactive rebase opened. Mark the commit as 'reword' in the todo list.","","","Interactive rebase opened. Mark the commit as 'reword' in the todo list.","Extension-host runtime notification, command label, quick pick text, or status message.","","commit; rebase","Interaktiver Rebase geöffnet. Markieren Sie den Commit in der Todo-Liste als 'reword'.","Se abrió el rebase interactivo. Marque el commit como 'reword' en la lista de tareas pendientes.","Rebase interactif ouvert. Marquez le commit comme 'reword' dans la liste des tâches.","インタラクティブリベースを開きました。ToDo リストでコミットを 'reword' としてマークします。","인터랙티브 리베이스가 열렸습니다. todo 목록에서 커밋을 'reword'로 표시하세요.","Otwarto interaktywny rebase. Oznacz commit jako 'reword' na liście zadań.","Rebase interativo aberto. Marque o commit como 'reword' na lista de tarefas.","Rebase interativo aberto. Marque o commit como 'reword' na lista de tarefas.","Интерактивный rebase открыт. Отметьте коммит как 'reword' в списке todo.","交互式变基已打开。在待办列表中将提交标记为 'reword'。","互動式變基已開啟。在待辦清單中將提交標記為 'reword'。"
