area,source_file,key,plural_category,plural_category_required_for_locales,english_source,context,placeholders_keep_exact,glossary_terms_to_review,current_de,current_es,current_fr,current_ja,current_ko,current_pl,current_pt-br,current_pt-pt,current_ru,current_zh-cn,current_zh-tw
host,l10n/bundle.l10n.json,Enter the GitLab HTTPS clone URL (e.g. https://gitlab.com/user/repo.git),,,Enter the GitLab HTTPS clone URL (e.g. https://gitlab.com/user/repo.git),"Extension-host prompt, validation, or error/empty-state message.",,GitLab; HTTPS; URL,Geben Sie die GitLab HTTPS-Klon-URL ein (z. B. https://gitlab.com/user/repo.git).,"Introduce la URL de clonación HTTPS de GitLab (por ejemplo, https://gitlab.com/user/repo.git)",Saisissez l'URL de clonage HTTPS de GitLab (par exemple : https://gitlab.com/user/repo.git),GitLabのHTTPSクローンURLを入力してください（例：https://gitlab.com/user/repo.git）,GitLab HTTPS 클론 URL을 입력하세요(예: https://gitlab.com/user/repo.git).,Wprowadź adres URL klonu HTTPS GitLab (np. https://gitlab.com/user/repo.git),"Insira a URL de clonagem HTTPS do GitLab (por exemplo, https://gitlab.com/user/repo.git)","Insira a URL de clonagem HTTPS do GitLab (por exemplo, https://gitlab.com/user/repo.git)","Введите URL-адрес клонирования GitLab по протоколу HTTPS (например, https://gitlab.com/user/repo.git)",输入 GitLab HTTPS 克隆 URL（例如 https://gitlab.com/user/repo.git）,輸入 GitLab HTTPS 克隆 URL（例如 https://gitlab.com/user/repo.git）
host,l10n/bundle.l10n.json,Enter the SSH clone URL (e.g. git@github.com:user/repo.git),,,Enter the SSH clone URL (e.g. git@github.com:user/repo.git),"Extension-host prompt, validation, or error/empty-state message.",,SSH; URL,Geben Sie die SSH-Klon-URL ein (z. B. git@github.com:user/repo.git).,"Introduzca la URL de clonación SSH (por ejemplo, git@github.com:user/repo.git)",Saisissez l'URL de clonage SSH (par exemple : git@github.com:user/repo.git),SSHクローンURLを入力してください（例：git@github.com:user/repo.git）,SSH 클론 URL을 입력하세요(예: git@github.com:user/repo.git).,Wprowadź adres URL klonu SSH (np. git@github.com:user/repo.git),"Insira a URL de clonagem SSH (por exemplo, git@github.com:user/repo.git)","Insira a URL de clonagem SSH (por exemplo, git@github.com:user/repo.git)","Введите URL-адрес клонирования по SSH (например, git@github.com:user/repo.git)",输入 SSH 克隆 URL（例如 git@github.com:user/repo.git）,輸入 SSH 克隆 URL（例如 git@github.com:user/repo.git）
host,l10n/bundle.l10n.json,Enter your GitLab Personal Access Token (requires api scope to create projects),,,Enter your GitLab Personal Access Token (requires api scope to create projects),"Extension-host prompt, validation, or error/empty-state message.",,GitLab,Geben Sie Ihr persönliches GitLab-Zugriffstoken ein (erfordert API-Berechtigungen zum Erstellen von Projekten).,Introduce tu token de acceso personal de GitLab (se requiere permiso de API para crear proyectos).,Saisissez votre jeton d'accès personnel GitLab (nécessite des droits d'accès à l'API pour créer des projets),GitLabの個人アクセストークンを入力してください（プロジェクトを作成するにはAPIスコープが必要です）。,GitLab 개인 액세스 토큰을 입력하세요(프로젝트 생성을 위한 API 권한이 필요합니다).,Wprowadź swój osobisty token dostępu GitLab (do tworzenia projektów wymagany jest zakres API),Insira seu token de acesso pessoal do GitLab (requer escopo de API para criar projetos).,Insira seu token de acesso pessoal do GitLab (requer escopo de API para criar projetos).,Введите свой персональный токен доступа GitLab (для создания проектов требуется область действия API).,请输入您的 GitLab 个人访问令牌（需要 API 权限才能创建项目）,請輸入您的 GitLab 個人存取權杖（需要 API 權限才能建立專案）
host,l10n/bundle.l10n.json,Enter your GitLab Personal Access Token (requires read_repository scope),,,Enter your GitLab Personal Access Token (requires read_repository scope),"Extension-host prompt, validation, or error/empty-state message.",,GitLab,Geben Sie Ihr persönliches GitLab-Zugriffstoken ein (erfordert die Berechtigung read_repository).,Introduce tu token de acceso personal de GitLab (requiere permisos de lectura del repositorio).,Saisissez votre jeton d'accès personnel GitLab (nécessite l'autorisation read_repository),GitLabの個人アクセストークンを入力してください（read_repositoryスコープが必要です）,GitLab 개인 액세스 토큰을 입력하세요(read_repository 스코프 필요).,Wprowadź swój osobisty token dostępu GitLab (wymaga zakresu read_repository),Insira seu token de acesso pessoal do GitLab (requer escopo read_repository).,Insira seu token de acesso pessoal do GitLab (requer escopo read_repository).,Введите свой персональный токен доступа GitLab (требуется область действия read_repository).,请输入您的 GitLab 个人访问令牌（需要 read_repository 权限）,請輸入您的 GitLab 個人存取權令牌（需要 read_repository 權限）
host,l10n/bundle.l10n.json,Failed to initialize repository. Check folder permissions.,,,Failed to initialize repository. Check folder permissions.,"Extension-host prompt, validation, or error/empty-state message.",,,Das Repository konnte nicht initialisiert werden. Überprüfen Sie die Ordnerberechtigungen.,No se pudo inicializar el repositorio. Compruebe los permisos de la carpeta.,Impossible d'initialiser le dépôt. Vérifiez les permissions du dossier.,リポジトリの初期化に失敗しました。フォルダのアクセス許可を確認してください。,저장소 초기화에 실패했습니다. 폴더 권한을 확인하세요.,Nie udało się zainicjować repozytorium. Sprawdź uprawnienia do folderu.,Falha ao inicializar o repositório. Verifique as permissões da pasta.,Falha ao inicializar o repositório. Verifique as permissões da pasta.,Не удалось инициализировать репозиторий. Проверьте права доступа к папке.,初始化存储库失败。请检查文件夹权限。,初始化儲存庫失敗。請檢查資料夾權限。
host,l10n/bundle.l10n.json,Fetching your GitHub repositories...,,,Fetching your GitHub repositories...,Extension-host action label that opens another prompt or longer operation.,,GitHub,Rufe deine GitHub-Repositories ab...,Obteniendo tus repositorios de GitHub...,Récupération de vos dépôts GitHub...,GitHubリポジトリを取得しています...,GitHub 저장소를 가져오는 중...,Pobieranie repozytoriów GitHub...,Obtendo seus repositórios do GitHub...,Obtendo seus repositórios do GitHub...,Загрузка ваших репозиториев GitHub...,正在获取您的 GitHub 代码库……,正在獲取您的 GitHub 程式碼庫…
host,l10n/bundle.l10n.json,Git repositories found.,,,Git repositories found.,"Extension-host runtime notification, command label, quick pick text, or status message.",,Git,Git-Repositories gefunden.,Se encontraron repositorios Git.,Dépôts Git trouvés.,Gitリポジトリが見つかりました。,Git 저장소가 발견되었습니다.,Znaleziono repozytoria Git.,Repositórios Git encontrados.,Repositórios Git encontrados.,Найдены репозитории Git.,已找到 Git 仓库。,已找到 Git 倉庫。
host,l10n/bundle.l10n.json,GitLab authentication,,,GitLab authentication,"Extension-host runtime notification, command label, quick pick text, or status message.",,GitLab,GitLab-Authentifizierung,Autenticación de GitLab,Authentification GitLab,GitLab認証,GitLab 인증,Uwierzytelnianie GitLab,Autenticação do GitLab,Autenticação do GitLab,Аутентификация GitLab,GitLab 身份验证,GitLab 身份驗證
host,l10n/bundle.l10n.json,Graph,,,Graph,"Extension-host runtime notification, command label, quick pick text, or status message.",,,Graph,Gráfico,Graphique,グラフ,그래프,Wykres,Gráfico,Gráfico,График,图形,圖形
host,l10n/bundle.l10n.json,How would you like to select a repository?,,,How would you like to select a repository?,Extension-host confirmation prompt or quick pick question.,,,Wie möchten Sie ein Repository auswählen?,¿Cómo le gustaría seleccionar un repositorio?,Comment souhaitez-vous sélectionner un dépôt ?,リポジトリの選択方法はいかがですか？,저장소를 어떤 방식으로 선택하시겠습니까?,W jaki sposób chcesz wybrać repozytorium?,Como você gostaria de selecionar um repositório?,Como você gostaria de selecionar um repositório?,Как бы вы хотели выбрать репозиторий?,您想如何选择存储库？,您想如何選擇儲存庫？
host,l10n/bundle.l10n.json,Initialize a Git repository or open an existing one to get started.,,,Initialize a Git repository or open an existing one to get started.,"Extension-host runtime notification, command label, quick pick text, or status message.",,Git,"Um loszulegen, initialisieren Sie ein Git-Repository oder öffnen Sie ein bestehendes.",Inicializa un repositorio Git o abre uno existente para comenzar.,"Pour commencer, initialisez un dépôt Git ou ouvrez-en un existant.",開始するには、Gitリポジトリを初期化するか、既存のリポジトリを開いてください。,시작하려면 Git 저장소를 초기화하거나 기존 저장소를 여세요.,"Aby rozpocząć, załóż repozytorium Git lub otwórz istniejące.","Para começar, inicialize um repositório Git ou abra um já existente.","Para começar, inicialize um repositório Git ou abra um já existente.",Для начала инициализируйте репозиторий Git или откройте существующий.,首先，初始化一个 Git 仓库或打开一个现有的仓库以开始使用。,首先，初始化一個 Git 倉庫或打開一個現有的倉庫來開始使用。
host,l10n/bundle.l10n.json,Initialize Repository,,,Initialize Repository,"Extension-host runtime notification, command label, quick pick text, or status message.",,,Repository initialisieren,Inicializar repositorio,Initialiser le dépôt,リポジトリを初期化する,리포지토리 초기화,Zainicjuj repozytorium,Inicializar Repositório,Inicializar Repositório,Инициализация репозитория,初始化存储库,初始化儲存庫
host,l10n/bundle.l10n.json,Initializing Git repository...,,,Initializing Git repository...,Extension-host action label that opens another prompt or longer operation.,,Git,Git-Repository wird initialisiert...,Inicializando el repositorio Git...,Initialisation du dépôt Git...,Gitリポジトリを初期化しています...,Git 저장소를 초기화하는 중...,Inicjalizacja repozytorium Git...,Inicializando o repositório Git...,Inicializando o repositório Git...,Инициализация репозитория Git...,正在初始化 Git 仓库...,正在初始化 Git 倉庫...
host,l10n/bundle.l10n.json,IntelliGit,,,IntelliGit,"Extension-host runtime notification, command label, quick pick text, or status message.",,IntelliGit,IntelliGit,IntelliGit,IntelliGit,IntelliGit,인텔리깃,IntelliGit,IntelliGit,IntelliGit,IntelliGit,IntelliGit,IntelliGit
host,l10n/bundle.l10n.json,Interactive Rebase from Here is available only for unpushed commits.,,,Interactive Rebase from Here is available only for unpushed commits.,"Extension-host runtime notification, command label, quick pick text, or status message.",,Rebase,Interaktives Rebase ab hier ist nur für nicht gepushte Commits verfügbar.,La función Interactive Rebase from Here solo está disponible para commits no enviados.,La fonction de rebasage interactif à partir d'ici est disponible uniquement pour les commits non poussés.,ここからのインタラクティブなリベースは、プッシュされていないコミットに対してのみ利用可能です。,여기에서 제공되는 대화형 리베이스 기능은 푸시되지 않은 커밋에 대해서만 사용할 수 있습니다.,Interaktywne Rebase z tego miejsca jest dostępne tylko w przypadku niezatwierdzonych zmian.,O rebase interativo a partir daqui está disponível apenas para commits não enviados (unpush).,O rebase interativo a partir daqui está disponível apenas para commits não enviados (unpush).,Функция интерактивного перебазирования отсюда доступна только для неотправленных коммитов.,从此处进行交互式变基仅适用于未推送的提交。,從此處進行互動式變基僅適用於未推送的提交。
host,l10n/bundle.l10n.json,Interactive Rebase from Here is not available for merge commits.,,,Interactive Rebase from Here is not available for merge commits.,"Extension-host runtime notification, command label, quick pick text, or status message.",,Rebase; merge,Interaktives Rebase ab hier ist für Merge-Commits nicht verfügbar.,La función Rebase interactivo desde aquí no está disponible para confirmaciones de fusión.,La fonction de rebasage interactif à partir d'ici n'est pas disponible pour les commits de fusion.,マージコミットでは、ここからのインタラクティブなリベースは利用できません。,여기에서 대화형 리베이스는 병합 커밋에 사용할 수 없습니다.,Interaktywne ponowne bazowanie z tego miejsca nie jest dostępne w przypadku zatwierdzeń scalenia.,O rebase interativo a partir daqui não está disponível para commits de merge.,O rebase interativo a partir daqui não está disponível para commits de merge.,Функция интерактивного перебазирования отсюда недоступна для коммитов слияния.,交互式从此处变基不适用于合并提交。,互動式從此處變基不適用於合併提交。
host,l10n/bundle.l10n.json,Interactive Rebase from Here is not available for the initial commit.,,,Interactive Rebase from Here is not available for the initial commit.,"Extension-host runtime notification, command label, quick pick text, or status message.",,commit; Rebase,Interaktives Rebase ab hier ist für den ersten Commit nicht verfügbar.,La función Rebase interactivo desde aquí no está disponible para la confirmación inicial.,Le rebasage interactif à partir d'ici n'est pas disponible pour le commit initial.,最初のコミットでは、ここからのインタラクティブなリベースは利用できません。,"""여기에서 대화형 리베이스"" 기능은 최초 커밋에는 사용할 수 없습니다.",Interaktywne ponowne bazowanie z tego miejsca nie jest dostępne dla początkowego zatwierdzenia.,O rebase interativo a partir daqui não está disponível para o commit inicial.,O rebase interativo a partir daqui não está disponível para o commit inicial.,Функция интерактивного перебазирования отсюда недоступна для первоначального коммита.,对于初始提交，无法从此处进行交互式变基。,對於初始提交，無法從此處進行互動式變基。
host,l10n/bundle.l10n.json,Interactive rebase opened. Mark the commit as 'reword' in the todo list.,,,Interactive rebase opened. Mark the commit as 'reword' in the todo list.,"Extension-host runtime notification, command label, quick pick text, or status message.",,commit; rebase,Interaktives Rebase geöffnet. Markieren Sie den Commit in der Aufgabenliste als „reword“.,Se ha iniciado la rebase interactiva. Marca la confirmación como 'reword' en la lista de tareas pendientes.,Rebasage interactif ouvert. Marquez le commit comme « reword » dans la liste des tâches.,対話型リベースが開始されました。TODOリストでコミットを「reword」としてマークしてください。,인터랙티브 리베이스가 열렸습니다. 할 일 목록에서 해당 커밋을 'reword'로 표시하세요.,Otwarto interaktywną rebase. Oznacz zatwierdzenie jako „reword” na liście zadań.,Rebase interativo aberto. Marque o commit como 'reword' na lista de tarefas.,Rebase interativo aberto. Marque o commit como 'reword' na lista de tarefas.,Открыта интерактивная перебазировка. Отметьте коммит как 'reword' в списке задач.,交互式变基已开启。请在待办事项列表中将此提交标记为“reword”。,互動式變基已開啟。請在待辦事項清單中將此提交標記為「reword」。
host,l10n/bundle.l10n.json,Invalid commit hash received for commit action.,,,Invalid commit hash received for commit action.,"Extension-host prompt, validation, or error/empty-state message.",,commit,Für die Commit-Aktion wurde ein ungültiger Commit-Hash empfangen.,Se recibió un hash de confirmación no válido para la acción de confirmación.,Hachage de commit invalide reçu pour l'action de commit.,コミットアクションに対して無効なコミットハッシュが受信されました。,커밋 작업에 대해 유효하지 않은 커밋 해시가 수신되었습니다.,Otrzymano nieprawidłowy skrót zatwierdzenia dla akcji zatwierdzenia.,Hash de commit inválido recebido para a ação de commit.,Hash de commit inválido recebido para a ação de commit.,Получен недопустимый хэш коммита для действия фиксации.,收到的提交哈希值无效。,收到的提交哈希值無效。
host,l10n/bundle.l10n.json,JetBrains Merge Tool Path,,,JetBrains Merge Tool Path,"Extension-host runtime notification, command label, quick pick text, or status message.",,JetBrains; Merge,JetBrains Merge Tool Pfad,Ruta de la herramienta de fusión de JetBrains,Chemin de l'outil de fusion JetBrains,JetBrains Merge Tool パス,JetBrains 병합 도구 경로,Ścieżka narzędzia scalania JetBrains,Caminho da ferramenta de mesclagem da JetBrains,Caminho da ferramenta de mesclagem da JetBrains,Путь инструмента слияния JetBrains,JetBrains 合并工具路径,JetBrains 合併工具路徑
host,l10n/bundle.l10n.json,JetBrains merge tool path is not configured.,,,JetBrains merge tool path is not configured.,"Extension-host runtime notification, command label, quick pick text, or status message.",,JetBrains; merge,Der Pfad zum JetBrains-Merge-Tool ist nicht konfiguriert.,La ruta de la herramienta de fusión de JetBrains no está configurada.,Le chemin d'accès à l'outil de fusion JetBrains n'est pas configuré.,JetBrainsのマージツールパスが設定されていません。,JetBrains 병합 도구 경로가 구성되지 않았습니다.,Ścieżka narzędzia scalania JetBrains nie jest skonfigurowana.,O caminho da ferramenta de mesclagem da JetBrains não está configurado.,O caminho da ferramenta de mesclagem da JetBrains não está configurado.,Путь к инструменту слияния JetBrains не настроен.,JetBrains合并工具路径未配置。,JetBrains合併工具路徑未配置。
host,l10n/bundle.l10n.json,Merge Editor,,,Merge Editor,"Extension-host runtime notification, command label, quick pick text, or status message.",,Merge,Merge-Editor,Editor de fusión,Éditeur de fusion,マージエディター,병합 편집기,Edytor scalania,Editor de mesclagem,Editor de mesclagem,Редактор слияния,合并编辑器,合併編輯器
host,l10n/bundle.l10n.json,No current branch found.,,,No current branch found.,"Extension-host prompt, validation, or error/empty-state message.",,branch,Kein aktueller Branch gefunden.,No se encontró ninguna rama actual.,Aucune branche actuelle trouvée.,現在のブランチが見つかりません。,현재 브랜치를 찾을 수 없습니다.,Nie znaleziono bieżącego brancha.,Nenhum branch atual encontrado.,Nenhum branch atual encontrado.,Текущая ветка не найдена.,未找到当前分支。,找不到目前分支。
host,l10n/bundle.l10n.json,No Folder Open,,,No Folder Open,"Extension-host prompt, validation, or error/empty-state message.",,,Kein Ordner geöffnet,No hay ninguna carpeta abierta,Aucun dossier ouvert,フォルダが開いていません,폴더가 열려 있지 않습니다,Brak otwartego folderu,Nenhuma pasta aberta,Nenhuma pasta aberta,Папка не открыта,未打开任何文件夹,未開啟任何資料夾
host,l10n/bundle.l10n.json,No Git Repository,,,No Git Repository,"Extension-host prompt, validation, or error/empty-state message.",,Git,Kein Git-Repository,Sin repositorio Git,Aucun dépôt Git,Gitリポジトリなし,Git 저장소가 없습니다,Brak repozytorium Git,Sem repositório Git,Sem repositório Git,Нет репозитория Git,没有 Git 仓库,沒有 Git 倉庫
host,l10n/bundle.l10n.json,No JetBrains IDE installations were auto-detected. Enter the path manually instead.,,,No JetBrains IDE installations were auto-detected. Enter the path manually instead.,"Extension-host prompt, validation, or error/empty-state message.",,JetBrains; IDE,Es wurden keine JetBrains IDE-Installationen automatisch erkannt. Geben Sie den Pfad stattdessen manuell ein.,No se detectó ninguna instalación automática del IDE de JetBrains. Introduzca la ruta manualmente.,Aucune installation de l'IDE JetBrains n'a été détectée automatiquement. Veuillez saisir le chemin manuellement.,JetBrains IDEのインストールが自動検出されませんでした。代わりにパスを手動で入力してください。,JetBrains IDE 설치가 자동으로 감지되지 않았습니다. 경로를 수동으로 입력하십시오.,Żadna instalacja JetBrains IDE nie została automatycznie wykryta. Zamiast tego wprowadź ścieżkę ręcznie.,Nenhuma instalação do JetBrains IDE foi detectada automaticamente. Insira o caminho manualmente.,Nenhuma instalação do JetBrains IDE foi detectada automaticamente. Insira o caminho manualmente.,Автоматически не было обнаружено ни одной установленной среды разработки JetBrains IDE. Вместо этого введите путь вручную.,系统未自动检测到 JetBrains IDE 安装。请手动输入路径。,系統未自動偵測到 JetBrains IDE 安裝。請手動輸入路徑。
host,l10n/bundle.l10n.json,No repositories found on your GitHub account.,,,No repositories found on your GitHub account.,"Extension-host prompt, validation, or error/empty-state message.",,GitHub,Es wurden keine Repositories in Ihrem GitHub-Konto gefunden.,No se encontraron repositorios en tu cuenta de GitHub.,Aucun dépôt trouvé sur votre compte GitHub.,あなたのGitHubアカウントにはリポジトリが見つかりませんでした。,GitHub 계정에서 저장소를 찾을 수 없습니다.,Nie znaleziono repozytoriów na Twoim koncie GitHub.,Nenhum repositório encontrado em sua conta do GitHub.,Nenhum repositório encontrado em sua conta do GitHub.,В вашем аккаунте GitHub не найдено ни одного репозитория.,您的 GitHub 帐户中未找到任何仓库。,您的 GitHub 帳戶中未找到任何倉庫。
host,l10n/bundle.l10n.json,No unresolved merge conflicts found.,,,No unresolved merge conflicts found.,"Extension-host prompt, validation, or error/empty-state message.",,merge,Es wurden keine ungelösten Merge-Konflikte gefunden.,No se encontraron conflictos de fusión sin resolver.,Aucun conflit de fusion non résolu n'a été trouvé.,未解決のマージ競合は見つかりませんでした。,해결되지 않은 병합 충돌이 발견되지 않았습니다.,Nie znaleziono nierozwiązanych konfliktów scalania.,Não foram encontrados conflitos de mesclagem não resolvidos.,Não foram encontrados conflitos de mesclagem não resolvidos.,Конфликтов слияния не обнаружено.,未发现未解决的合并冲突。,未發現未解決的合併衝突。
host,l10n/bundle.l10n.json,Only you and collaborators can see this repository,,,Only you and collaborators can see this repository,"Extension-host prompt, validation, or error/empty-state message.",,,Nur Sie und Ihre Mitarbeiter können dieses Repository sehen.,Solo usted y sus colaboradores pueden ver este repositorio.,Seuls vous et vos collaborateurs pouvez voir ce dépôt.,このリポジトリは、あなたと共同作業者のみが閲覧できます。,이 저장소는 귀하와 공동 작업자만 볼 수 있습니다.,Tylko Ty i współpracownicy możecie zobaczyć to repozytorium,Somente você e seus colaboradores podem ver este repositório.,Somente você e seus colaboradores podem ver este repositório.,Этот репозиторий доступен только вам и вашим соавторам.,只有你和你的合作者才能看到这个仓库。,只有你和你的合作者才能看到這個倉庫。
host,l10n/bundle.l10n.json,Open a folder first to initialize a repository.,,,Open a folder first to initialize a repository.,"Extension-host prompt, validation, or error/empty-state message.",,,"Öffnen Sie zuerst einen Ordner, um ein Repository zu initialisieren.","Primero, abre una carpeta para inicializar un repositorio.",Ouvrez d'abord un dossier pour initialiser un dépôt.,リポジトリを初期化するには、まずフォルダを開いてください。,저장소를 초기화하려면 먼저 폴더를 여세요.,"Najpierw otwórz folder, aby zainicjować repozytorium.","Primeiro, abra uma pasta para inicializar um repositório.","Primeiro, abra uma pasta para inicializar um repositório.",Для инициализации репозитория сначала откройте папку.,首先打开一个文件夹来初始化存储库。,首先打開一個資料夾來初始化儲存庫。
host,l10n/bundle.l10n.json,Open a folder to get started with IntelliGit.,,,Open a folder to get started with IntelliGit.,"Extension-host prompt, validation, or error/empty-state message.",,IntelliGit,"Öffnen Sie einen Ordner, um mit IntelliGit zu beginnen.",Abre una carpeta para empezar a usar IntelliGit.,Ouvrez un dossier pour commencer à utiliser IntelliGit.,IntelliGitを使い始めるには、フォルダを開いてください。,IntelliGit을 시작하려면 폴더를 여세요.,"Otwórz folder, aby rozpocząć korzystanie z IntelliGit.",Abra uma pasta para começar a usar o IntelliGit.,Abra uma pasta para começar a usar o IntelliGit.,"Чтобы начать работу с IntelliGit, откройте папку.",打开文件夹即可开始使用 IntelliGit。,開啟資料夾即可開始使用 IntelliGit。
host,l10n/bundle.l10n.json,Open Folder,,,Open Folder,"Extension-host prompt, validation, or error/empty-state message.",,,Ordner öffnen,Abrir carpeta,Ouvrir le dossier,フォルダーを開く,폴더 열기,Otwórz folder,Abrir pasta,Abrir pasta,Открыть папку,打开文件夹,打開資料夾
host,l10n/bundle.l10n.json,Open Merge Conflict,,,Open Merge Conflict,"Extension-host prompt, validation, or error/empty-state message.",,Merge,Merge-Konflikt öffnen,Conflicto de fusión abierto,Conflit de fusion ouverte,マージの競合が発生,병합 충돌 열기,Otwarty konflikt scalania,Conflito de mesclagem aberto,Conflito de mesclagem aberto,Открытый конфликт слияния,打开合并冲突,開啟合併衝突
host,l10n/bundle.l10n.json,Open the path prompt,,,Open the path prompt,"Extension-host prompt, validation, or error/empty-state message.",,,Öffnen Sie die Pfadeingabeaufforderung,Abrir el cuadro de diálogo de ruta,Ouvrez l'invite de chemin,パスプロンプトを開く,경로 프롬프트를 엽니다.,Otwórz monit ścieżki,Abra o prompt do caminho,Abra o prompt do caminho,Откройте подсказку пути,打开路径输入框,開啟路徑輸入框
host,l10n/bundle.l10n.json,Open the unified IntelliGit view and move it to a floating window,,,Open the unified IntelliGit view and move it to a floating window,"Extension-host prompt, validation, or error/empty-state message.",,IntelliGit,Öffnen Sie die einheitliche IntelliGit-Ansicht und verschieben Sie sie in ein schwebendes Fenster.,Abra la vista unificada de IntelliGit y muévala a una ventana flotante.,Ouvrez la vue unifiée IntelliGit et déplacez-la dans une fenêtre flottante.,IntelliGitの統合ビューを開き、フローティングウィンドウに移動します。,통합 IntelliGit 뷰를 열고 플로팅 창으로 이동합니다.,Otwórz ujednolicony widok IntelliGit i przenieś go do okna pływającego,Abra a visualização unificada do IntelliGit e mova-a para uma janela flutuante.,Abra a visualização unificada do IntelliGit e mova-a para uma janela flutuante.,Откройте унифицированное представление IntelliGit и переместите его в плавающее окно.,打开统一的 IntelliGit 视图并将其移动到浮动窗口。,開啟統一的 IntelliGit 視圖並將其移至浮動視窗。
host,l10n/bundle.l10n.json,Open the unified IntelliGit view as an editor tab,,,Open the unified IntelliGit view as an editor tab,"Extension-host prompt, validation, or error/empty-state message.",,IntelliGit,Öffnen Sie die einheitliche IntelliGit-Ansicht als Editor-Tab,Abra la vista unificada de IntelliGit como una pestaña de editor.,Ouvrir la vue unifiée IntelliGit en tant qu'onglet d'éditeur,IntelliGit統合ビューをエディタータブとして開く,통합 IntelliGit 보기를 편집기 탭으로 엽니다.,Otwórz ujednolicony widok IntelliGit jako kartę edytora,Abra a visualização unificada do IntelliGit como uma aba do editor.,Abra a visualização unificada do IntelliGit como uma aba do editor.,Откройте унифицированное представление IntelliGit в качестве вкладки редактора.,打开统一的 IntelliGit 视图，并将其作为编辑器选项卡显示。,開啟統一的 IntelliGit 視圖，並將其作為編輯器標籤顯示。
host,l10n/bundle.l10n.json,Pick the parent number to use with -m,,,Pick the parent number to use with -m,"Extension-host prompt, validation, or error/empty-state message.",,,"Wählen Sie die übergeordnete Nummer aus, die mit -m verwendet werden soll.",Seleccione el número padre que se utilizará con -m,Choisissez le numéro du parent à utiliser avec -m,__INTELLIGIT_TEXT__-m オプションで使用する親番号を選択してください,__INTELLIGIT_TEXT__-m 옵션과 함께 사용할 부모 번호를 선택하세요.,"Wybierz numer rodzica, którego chcesz użyć za pomocą -m",Selecione o número pai a ser usado com -m,Selecione o número pai a ser usado com -m,Выберите номер родительского элемента для использования с параметром -m,选择要与 -m 一起使用的父编号,選擇要與 -m 一起使用的父編號
host,l10n/bundle.l10n.json,Push All up to Here is available only for unpushed commits.,,,Push All up to Here is available only for unpushed commits.,"Extension-host runtime notification, command label, quick pick text, or status message.",,Push,Die Option „Alles bis hierher pushen“ ist nur für nicht gepushte Commits verfügbar.,"La opción ""Enviar todo hasta aquí"" solo está disponible para confirmaciones no enviadas.",L'option « Tout pousser jusqu'ici » est disponible uniquement pour les commits non poussés.,「ここまでのすべてをプッシュ」機能は、プッシュされていないコミットに対してのみ利用可能です。,"""모두 여기에 푸시"" 기능은 푸시되지 않은 커밋에 대해서만 사용할 수 있습니다.",Opcja Prześlij wszystko tutaj jest dostępna tylko w przypadku niezatwierdzonych zmian.,"A opção ""Enviar tudo até aqui"" está disponível apenas para commits ainda não enviados.","A opção ""Enviar tudo até aqui"" está disponível apenas para commits ainda não enviados.",Функция «Отправить все досюда» доступна только для неотправленных коммитов.,“全部推送至此处”仅适用于尚未推送的提交。,「全部推送至此處」僅適用於尚未推送的提交。
host,l10n/bundle.l10n.json,Push All up to Here is only available when a local branch is checked out.,,,Push All up to Here is only available when a local branch is checked out.,"Extension-host runtime notification, command label, quick pick text, or status message.",,branch; Push,"Alles bis hierher pushen ist nur verfügbar, wenn ein lokaler Branch ausgecheckt ist.",Hacer push de todo hasta aquí solo está disponible cuando una rama local está en checkout.,Tout pousser jusqu’ici est disponible uniquement lorsqu’une branche locale est checkout.,ここまでプッシュは、ローカルブランチがチェックアウトされている場合にのみ使用できます。,여기까지 모두 푸시는 로컬 브랜치가 체크아웃된 경우에만 사용할 수 있습니다.,Push wszystkiego do tego miejsca jest dostępny tylko po checkout lokalnego brancha.,Push de tudo até aqui só está disponível quando um branch local está em checkout.,Push de tudo até aqui só está disponível quando um branch local está em checkout.,Push всех коммитов до этой точки доступен только при checkout локальной ветки.,仅在检出本地分支时，“全部推送至此处”才可用。,僅在簽出本機分支時，「全部推送至此處」才可用。
